ID	Drinks	Size
1604	*	Thin
1605	*	Thin
1606	Little	Thin
1607	Little	*
1608	None	*
1609	None	Fat
1610	*	Fat
1611	Lots	*
1612	None	Thin
1613	None	*
1614	*	Fat
1615	Little	Thin
1616	None	Fat
1617	None	Thin
1618	None	Fat
1619	Lots	*
1620	*	*
1621	None	Fat
1622	None	*
1623	*	Thin
1624	None	*
1625	Little	Fat
1626	Lots	Thin
1627	Little	Fat
1628	None	*
1629	Little	Fat
1630	None	Fat
1631	*	Thin
1632	Little	Fat
1633	*	Fat
1634	Lots	*
1635	None	Fat
1636	Lots	Thin
1637	Lots	Fat
1638	Lots	Thin
1639	Lots	Thin
1640	Lots	Fat
1641	Lots	Fat
1642	Little	Thin
1643	Little	Thin
1644	Lots	*
1645	Lots	*
1646	*	Fat
1647	Little	Fat
1648	Lots	Fat
1649	*	Fat
1650	Lots	Thin
1651	None	Thin
1652	None	Fat
1653	Lots	Fat
1654	None	Thin
1655	*	*
1656	Lots	Thin
1657	None	Fat
1658	Lots	*
1659	Little	Fat
1660	Lots	Fat
1661	*	Thin
1662	Little	Thin
1663	None	Thin
1664	Little	Thin
1665	Lots	Thin
1666	*	Thin
1667	Little	Thin
1668	None	Fat
1669	None	Thin
1670	None	Thin
1671	Little	Thin
1672	None	Fat
1673	None	*
1674	*	Thin
1675	None	Thin
1676	None	Thin
1677	None	*
1678	None	Fat
1679	None	Thin
1680	*	*
1681	Little	*
1682	*	*
1683	*	Thin
1684	None	Thin
1685	Lots	Thin
1686	Little	*
1687	Lots	Thin
1688	None	*
1689	Lots	Thin
1690	None	Fat
1691	None	Fat
1692	Little	Fat
1693	Little	Fat
1694	Little	*
1695	None	*
1696	Lots	*
1697	None	Fat
1698	None	Fat
1699	*	Thin
1700	Lots	Thin
1701	None	Thin
1702	*	Fat
1703	None	*
1704	Lots	Thin
1705	Lots	*
1706	*	Thin
1707	None	Fat
1708	*	Fat
1709	None	Fat
1710	None	Thin
1711	None	Thin
1712	Little	Fat
1713	Lots	Fat
1714	*	Thin
1715	*	Fat
1716	None	Fat
1717	Little	Fat
1718	Lots	*
1719	None	Thin
1720	Lots	Fat
1721	Lots	Thin
1722	None	Fat
1723	Little	Thin
1724	Lots	Fat
1725	Little	Fat
1726	*	*
1727	None	*
1728	Little	Fat
1729	Lots	Thin
1730	Little	Thin
1731	Lots	Thin
1732	Little	Thin
1733	Lots	Thin
1734	*	Thin
1735	*	Fat
1736	Little	*
1737	None	Thin
1738	Lots	Fat
1739	Little	Fat
1740	Little	Fat
1741	Lots	Thin
1742	None	Fat
1743	None	Fat
1744	Little	*
1745	None	*
1746	Lots	*
1747	Little	*
1748	Little	*
1749	Lots	Fat
1750	None	Fat
1751	None	Fat
1752	Lots	Fat
1753	Little	Thin
1754	Lots	Thin
1755	None	Fat
1756	Little	Thin
1757	*	Thin
1758	None	Thin
1759	Lots	Thin
1760	Lots	Fat
1761	None	Fat
1762	*	Thin
1763	Lots	*
1764	*	*
1765	None	Thin
1766	Little	Fat
1767	Lots	Fat
1768	None	Fat
1769	Lots	Thin
1770	Little	Fat
1771	Little	Fat
1772	None	Thin
1773	Lots	Thin
1774	Lots	Thin
1775	Little	Fat
1776	Lots	*
1777	None	Thin
1778	None	Thin
1779	*	Thin
1780	None	*
1781	None	Thin
1782	None	*
1783	*	Thin
1784	None	Thin
1785	*	Thin
1786	*	Fat
1787	None	Thin
1788	None	Thin
1789	Lots	Thin
1790	Little	Fat
1791	*	Fat
1792	Lots	*
1793	Little	Fat
1794	None	Thin
1795	*	Fat
1796	Little	*
1797	Little	*
1798	Lots	Fat
1799	Little	Fat
1800	None	Fat
1801	Little	Fat
1802	Lots	Fat
1803	Lots	*
1804	Lots	Fat
1805	Little	*
1806	Lots	Thin
1807	*	Fat
1808	Little	Thin
1809	Lots	Fat
1810	Little	Fat
1811	None	*
1812	None	Thin
1813	*	Fat
1814	*	Thin
1815	None	*
1816	Little	Thin
1817	None	*
1818	*	*
1819	Little	Fat
1820	Little	Thin
1821	None	Fat
1822	*	Thin
1823	Little	Fat
1824	None	*
1825	Little	*
1826	*	Thin
1827	*	*
1828	*	Thin
1829	None	Fat
1830	Little	Fat
1831	Little	Thin
1832	Lots	Thin
1833	None	*
1834	None	Fat
1835	Lots	Thin
1836	*	Thin
1837	*	Thin
1838	None	Fat
1839	Lots	Fat
1840	Lots	Thin
1841	None	Thin
1842	Lots	*
1843	None	Fat
1844	Little	*
1845	Lots	Thin
1846	None	Fat
1847	Lots	Thin
1848	*	*
1849	Lots	Fat
1850	None	Thin
1851	None	*
1852	*	Fat
1853	*	*
1854	Lots	*
1855	Lots	Thin
1856	None	Fat
1857	None	Thin
1858	Little	Fat
1859	Lots	Fat
1860	None	Fat
1861	None	Fat
1862	Lots	Thin
1863	Little	*
1864	Lots	*
1865	Little	Fat
1866	Little	*
1867	None	Thin
1868	*	Thin
1869	None	Fat
1870	None	Fat
1871	Little	Fat
1872	None	Fat
1873	*	*
1874	None	Fat
1875	None	*
1876	Little	Fat
1877	Little	*
1878	None	Fat
1879	None	Thin
1880	Lots	*
1881	Little	Fat
1882	Little	Fat
1883	None	Thin
1884	*	Fat
1885	*	*
1886	Little	Fat
1887	Lots	Thin
1888	Lots	*
1889	None	Fat
1890	Lots	Fat
1891	*	Thin
1892	Little	*
1893	Lots	Thin
1894	*	Thin
1895	None	*
1896	Little	*
1897	Little	Fat
1898	Little	Thin
1899	Lots	*
1900	None	Fat
1901	Lots	Thin
1902	None	Thin
1903	*	Fat
1904	None	Thin
1905	None	Thin
1906	Little	Fat
1907	Lots	Thin
1908	Little	*
1909	Lots	Fat
1910	*	*
1911	None	Thin
1912	*	Thin
1913	Lots	Fat
1914	None	Fat
1915	None	Fat
1916	None	Thin
1917	Lots	Thin
1918	Lots	Thin
1919	*	Thin
1920	None	Fat
1921	Lots	Fat
1922	Lots	Thin
1923	None	Fat
1924	None	Thin
1925	Little	Thin
1926	None	Thin
1927	*	Thin
1928	Lots	Fat
1929	Lots	*
1930	*	Thin
1931	Little	Thin
1932	Little	Fat
1933	None	*
1934	None	Fat
1935	Lots	Thin
1936	None	*
1937	None	Fat
1938	None	Fat
1939	*	Fat
1940	*	*
1941	*	Fat
1942	Lots	*
1943	None	Thin
1944	Lots	Thin
1945	*	*
1946	Lots	Thin
1947	None	Thin
1948	Lots	*
1949	None	*
1950	None	Thin
1951	Lots	*
1952	None	Thin
1953	None	Thin
1954	Little	Fat
1955	Little	Fat
1956	None	Thin
1957	Lots	Thin
1958	Little	Thin
1959	Lots	Fat
1960	Little	Fat
1961	*	Fat
1962	Lots	*
1963	None	Fat
1964	Lots	Fat
1965	*	Thin
1966	None	Thin
1967	Lots	Fat
1968	None	Thin
1969	None	Thin
1970	Lots	Thin
1971	Little	Fat
1972	Little	Thin
1973	*	Fat
1974	None	Thin
1975	*	Thin
1976	*	Fat
1977	Little	Fat
1978	*	*
1979	Little	Fat
1980	Lots	Thin
1981	*	Fat
1982	None	*
1983	None	Thin
1984	Little	*
1985	*	Fat
1986	*	Fat
1987	Lots	Fat
1988	None	Fat
1989	Lots	Thin
1990	None	Fat
1991	None	Thin
1992	Lots	*
1993	*	Fat
1994	*	Fat
1995	Lots	*
1996	Lots	Fat
1997	None	Thin
1998	Lots	Thin
1999	*	Fat
2000	None	*
2001	*	*
2002	Little	Fat
2003	*	Thin
2004	Lots	Fat
2005	Lots	Thin
2006	Little	Fat
2007	None	Fat
2008	*	Fat
2009	None	Fat
2010	*	Thin
2011	Lots	Fat
2012	Little	*
2013	Little	Fat
2014	*	Fat
2015	None	Thin
2016	Lots	Thin
2017	Lots	Fat
2018	None	Fat
2019	Little	*
2020	*	Thin
2021	Lots	Thin
2022	None	*
2023	Lots	Fat
2024	None	Thin
2025	Lots	*
2026	None	*
2027	Little	Thin
2028	*	Thin
2029	*	Thin
2030	Little	Fat
2031	Lots	*
2032	*	Thin
2033	Little	Thin
2034	Lots	*
2035	Lots	Fat
2036	Little	Fat
2037	None	Thin
2038	None	Fat
2039	*	Thin
2040	None	Thin
2041	Little	Fat
2042	Little	Thin
2043	Little	Fat
2044	Lots	Thin
2045	Little	*
2046	None	Fat
2047	*	Fat
2048	*	Fat
2049	None	Thin
2050	None	*
2051	Lots	Thin
2052	Lots	*
2053	Lots	*
2054	*	Thin
2055	Little	Thin
2056	None	*
2057	Little	Thin
2058	*	Thin
2059	None	Thin
2060	Lots	Fat
2061	Lots	Fat
2062	*	Thin
2063	Lots	Thin
2064	None	Fat
2065	*	*
2066	Little	Thin
2067	None	Thin
2068	Little	*
2069	None	Thin
2070	*	Thin
2071	None	Thin
2072	Little	*
2073	None	*
2074	None	Fat
2075	Lots	Fat
2076	*	*
2077	Little	*
2078	Little	Fat
2079	*	Fat
2080	Lots	Thin
2081	Little	Fat
2082	Lots	Thin
2083	*	Fat
2084	Little	Fat
2085	Little	Fat
2086	*	Thin
2087	Little	Fat
2088	None	*
2089	None	Thin
2090	Little	Thin
2091	Little	*
2092	None	Fat
2093	Lots	Thin
2094	Lots	Thin
2095	Lots	*
2096	*	Thin
2097	None	Thin
2098	None	Thin
2099	None	Fat
2100	Lots	Fat
2101	Lots	Thin
2102	*	*
2103	None	Thin
2104	Little	Fat
2105	*	Thin
2106	Little	Fat
2107	None	Thin
2108	*	*
2109	None	Thin
2110	None	Thin
2111	None	Fat
2112	*	Fat
2113	Lots	Thin
2114	Little	*
2115	Lots	Fat
2116	Little	Fat
2117	None	Thin
2118	*	Fat
2119	None	Thin
2120	Lots	*
2121	None	Fat
2122	Lots	Fat
2123	None	Thin
2124	*	Fat
2125	None	Thin
2126	None	Fat
2127	None	Fat
2128	Little	*
2129	None	Fat
2130	None	Fat
2131	None	Fat
2132	Little	Fat
2133	None	Thin
2134	Little	Fat
2135	Little	Thin
2136	None	*
2137	Lots	Thin
2138	None	Fat
2139	None	Fat
2140	Lots	Fat
2141	Little	Fat
2142	Lots	*
2143	None	Fat
2144	None	*
2145	*	Fat
2146	Lots	Thin
2147	Little	Fat
2148	Little	Fat
2149	Lots	*
2150	None	Fat
2151	Little	Fat
2152	Little	*
2153	None	Thin
2154	None	*
2155	Little	Fat
2156	*	Thin
2157	None	Thin
2158	Lots	Fat
2159	None	Thin
2160	Little	*
2161	Little	*
2162	Lots	Fat
2163	*	Fat
2164	None	Fat
2165	Lots	Fat
2166	Little	Thin
2167	*	*
2168	Lots	*
2169	*	*
2170	Lots	Thin
2171	*	Thin
2172	None	Thin
2173	Lots	Fat
2174	Little	Fat
2175	*	Fat
2176	Little	Thin
2177	*	Thin
2178	Lots	Fat
2179	Lots	*
2180	Lots	Thin
2181	Lots	Thin
2182	None	*
2183	Little	Thin
2184	Lots	Thin
2185	Little	*
2186	Lots	Fat
2187	Little	Fat
2188	Lots	*
2189	None	Thin
2190	None	*
2191	Lots	Fat
2192	None	Thin
2193	None	Thin
2194	*	Thin
2195	Lots	*
2196	Lots	*
2197	Little	*
2198	*	Fat
2199	Little	Fat
2200	*	Fat
2201	Little	*
2202	*	Thin
2203	None	*
2204	*	Fat
2205	*	Fat
2206	Little	Thin
2207	Little	Thin
2208	Lots	Fat
2209	Lots	*
2210	Little	Fat
2211	*	*
2212	*	Fat
2213	Little	Fat
2214	None	Thin
2215	Lots	*
2216	Lots	Fat
2217	Little	Thin
2218	*	Thin
2219	Lots	*
2220	Little	Thin
2221	Lots	*
2222	None	Fat
2223	*	Fat
2224	Lots	Fat
2225	*	Fat
2226	None	Thin
2227	None	Thin
2228	Little	Thin
2229	Lots	*
2230	Little	Thin
2231	Little	*
2232	Little	Fat
2233	None	Thin
2234	Little	Thin
2235	Little	*
2236	None	Fat
2237	Lots	*
2238	*	Fat
2239	Little	*
2240	None	*
2241	*	Fat
2242	Little	Fat
2243	Lots	*
2244	Little	Thin
2245	Little	Fat
2246	None	Thin
2247	None	Thin
2248	None	Thin
2249	Lots	Thin
2250	Lots	Thin
2251	Little	Fat
2252	Lots	Thin
2253	None	*
2254	None	Fat
2255	None	Thin
2256	*	Fat
2257	Little	Fat
2258	None	Fat
2259	Little	Thin
2260	*	*
2261	Little	Thin
2262	Little	Fat
2263	None	Thin
2264	None	Fat
2265	None	Fat
2266	*	*
2267	None	Fat
2268	None	Thin
2269	None	Thin
2270	Lots	Thin
2271	Little	Fat
2272	None	Thin
2273	Little	Fat
2274	Lots	Fat
2275	Little	Fat
2276	Little	Fat
2277	None	Thin
2278	*	Thin
2279	Little	Fat
2280	None	Thin
2281	Lots	Fat
2282	Lots	*
2283	Lots	Thin
2284	None	Thin
2285	*	Fat
2286	Lots	Thin
2287	Little	Fat
2288	*	*
2289	Lots	Thin
2290	*	Thin
2291	Little	*
2292	None	*
2293	None	Fat
2294	Lots	Fat
2295	Lots	Thin
2296	Lots	Thin
2297	Lots	*
2298	Lots	Thin
2299	Little	Thin
2300	None	Thin
2301	Little	Fat
2302	Little	Fat
2303	*	Thin
2304	Lots	Thin
2305	Little	Thin
2306	Lots	Thin
2307	None	Thin
2308	None	Thin
2309	*	Fat
2310	None	Fat
2311	None	*
2312	None	Thin
2313	*	Thin
2314	*	*
2315	Lots	Thin
2316	Lots	Thin
2317	*	Fat
2318	Lots	Thin
2319	Lots	Thin
2320	None	Fat
2321	None	Thin
2322	Lots	Thin
2323	Little	*
2324	None	Thin
2325	None	Thin
2326	None	Thin
2327	Lots	Thin
2328	None	Thin
2329	None	Fat
2330	Lots	Thin
2331	None	Fat
2332	*	Thin
2333	Lots	Fat
2334	None	*
2335	None	Fat
2336	None	Thin
2337	Little	Fat
2338	Little	Fat
2339	None	Thin
2340	Lots	Thin
2341	None	Fat
2342	Lots	*
2343	Lots	Fat
2344	Lots	Fat
2345	Lots	Thin
2346	Little	Thin
2347	None	Thin
2348	None	Thin
2349	Little	Fat
2350	*	*
2351	None	Thin
2352	Lots	Thin
2353	*	Fat
2354	Lots	Fat
2355	Little	Fat
2356	None	*
2357	*	*
2358	None	Thin
2359	Lots	Thin
2360	*	*
2361	*	Fat
2362	None	Thin
2363	Little	Fat
2364	Little	Fat
2365	Lots	Fat
2366	Lots	Fat
2367	Lots	*
2368	*	Thin
2369	None	Thin
2370	Lots	Thin
2371	None	Fat
2372	Lots	Thin
2373	Lots	Thin
2374	None	Fat
2375	Lots	*
2376	Little	Fat
2377	None	Fat
2378	*	Fat
2379	Lots	Fat
2380	Lots	*
2381	None	Fat
2382	Little	Fat
2383	Little	Thin
2384	Little	*
2385	Little	Thin
2386	*	Fat
2387	None	Thin
2388	Little	*
2389	Little	*
2390	Little	Thin
2391	*	Fat
2392	None	Fat
2393	*	Fat
2394	Lots	Thin
2395	None	Thin
2396	*	Thin
2397	None	*
2398	*	Fat
2399	Lots	Thin
2400	None	*
2401	Lots	Thin
2402	Lots	Thin
2403	*	Fat
2404	Lots	*
2405	*	Fat
2406	Lots	Thin
2407	Lots	Fat
2408	None	Thin
2409	*	Thin
2410	Little	Thin
2411	Little	Fat
2412	None	Fat
2413	Little	Fat
2414	Lots	*
2415	Little	Thin
2416	None	*
2417	*	Fat
2418	*	*
2419	Lots	Fat
2420	Lots	Thin
2421	Lots	*
2422	Little	*
2423	Little	Fat
2424	None	Fat
2425	*	*
2426	*	Thin
2427	Lots	Thin
2428	None	*
2429	Little	Fat
2430	Lots	*
2431	None	Thin
2432	None	*
2433	Lots	Thin
2434	Lots	Fat
2435	*	Thin
2436	Lots	Thin
2437	*	Thin
2438	*	*
2439	None	Fat
2440	*	Thin
2441	Lots	Thin
2442	Lots	Thin
2443	None	Thin
2444	*	*
2445	None	*
2446	None	Fat
2447	*	Thin
2448	Little	Fat
2449	Little	Thin
2450	*	Thin
2451	Lots	Fat
2452	Little	Fat
2453	Little	Fat
2454	*	Fat
2455	Little	Fat
2456	*	Fat
2457	None	Thin
2458	*	Thin
2459	None	Thin
2460	Lots	Fat
2461	Little	Fat
2462	None	Fat
2463	Lots	*
2464	Lots	Fat
2465	None	Thin
2466	*	*
2467	None	Fat
2468	*	Thin
2469	Lots	Thin
2470	Lots	*
2471	None	Fat
2472	Lots	Fat
2473	None	Fat
2474	*	Thin
2475	Little	Fat
2476	Lots	*
2477	*	*
2478	None	*
2479	None	Thin
2480	Lots	Thin
2481	None	Thin
2482	None	Thin
2483	Lots	Thin
2484	None	Thin
2485	*	Thin
2486	*	Thin
2487	*	*
2488	Lots	Fat
2489	*	*
2490	Lots	Fat
2491	Lots	Thin
2492	*	Fat
2493	Lots	Thin
2494	Lots	Thin
2495	Lots	Fat
2496	Little	Fat
2497	None	Thin
2498	Little	Thin
2499	Little	Thin
2500	Little	*
2501	None	Fat
2502	None	*
2503	Little	Fat
2504	Lots	Thin
2505	*	Fat
2506	Lots	*
2507	None	Fat
2508	Little	*
2509	Little	Thin
2510	None	Fat
2511	Little	Thin
2512	None	*
2513	None	Thin
2514	None	*
2515	Little	*
2516	Little	Thin
2517	None	Thin
2518	*	*
2519	Lots	Thin
2520	Lots	Thin
2521	None	Fat
2522	Little	Fat
2523	Little	Fat
2524	None	*
2525	None	Fat
2526	None	Fat
2527	None	Thin
2528	None	*
2529	Lots	Fat
2530	None	*
2531	None	Thin
2532	*	Thin
2533	*	Fat
2534	None	Fat
2535	Lots	Fat
2536	Little	Thin
2537	None	Thin
2538	Lots	Thin
2539	*	Thin
2540	*	Thin
2541	None	*
2542	Little	Fat
2543	*	Thin
2544	*	Fat
2545	Lots	Fat
2546	None	Thin
2547	None	Thin
2548	Lots	Thin
2549	None	Fat
2550	None	Thin
2551	*	*
2552	Little	*
2553	Lots	Fat
2554	Little	Thin
2555	Lots	Thin
2556	Lots	Thin
2557	None	Fat
2558	Lots	*
2559	*	Fat
2560	*	*
2561	Lots	Thin
2562	Little	Fat
2563	*	Fat
2564	None	Thin
2565	*	Fat
2566	*	*
2567	Little	Fat
2568	*	Fat
2569	Lots	Fat
2570	*	*
2571	*	Fat
2572	Lots	*
2573	Lots	Thin
2574	Little	Fat
2575	*	Thin
2576	None	Fat
2577	Little	Fat
2578	*	Thin
2579	Lots	Thin
2580	None	*
2581	Little	Thin
2582	Lots	Fat
2583	None	Thin
2584	None	Thin
2585	None	Thin
2586	None	Fat
2587	Lots	*
2588	None	Thin
2589	*	*
2590	*	*
2591	Little	Fat
2592	*	Thin
2593	Little	Fat
2594	Lots	Thin
2595	Lots	Thin
2596	None	Thin
2597	*	Thin
2598	*	Fat
2599	None	Fat
2600	None	*
2601	None	Thin
2602	*	Thin
2603	Lots	*
2604	*	Thin
2605	*	Thin
2606	*	*
2607	Lots	Thin
2608	*	Thin
2609	*	Fat
2610	Little	Thin
2611	Little	Fat
2612	Lots	Thin
2613	Little	*
2614	None	Thin
2615	*	Thin
2616	Little	Fat
2617	*	Thin
2618	Little	Thin
2619	None	*
2620	None	*
2621	Lots	*
2622	None	Fat
2623	Little	*
2624	Lots	Fat
2625	None	Thin
2626	None	Fat
2627	None	*
2628	Little	Fat
2629	None	Thin
2630	None	Fat
2631	None	Thin
2632	Lots	Thin
2633	Little	*
2634	None	Fat
2635	None	Thin
2636	Lots	*
2637	None	Thin
2638	*	Thin
2639	Lots	Fat
2640	*	*
2641	*	*
2642	Lots	Fat
2643	None	Thin
2644	Little	Fat
2645	*	Thin
2646	Little	Thin
2647	*	Thin
2648	None	Fat
2649	None	Thin
2650	None	Thin
2651	None	Fat
2652	None	Thin
2653	*	Thin
2654	Little	*
2655	None	Fat
2656	Lots	Thin
2657	Little	Thin
2658	Lots	*
2659	Lots	Thin
2660	*	Thin
2661	Little	*
2662	None	Fat
2663	*	*
2664	Lots	Thin
2665	Little	*
2666	*	Thin
2667	Little	*
2668	None	*
2669	Lots	*
2670	None	Thin
2671	None	Fat
2672	*	Thin
2673	Little	Thin
2674	Little	*
2675	*	Fat
2676	*	Fat
2677	Little	Thin
2678	*	*
2679	None	Fat
2680	None	Thin
2681	None	Thin
2682	*	Fat
2683	None	*
2684	None	Fat
2685	Little	Thin
2686	Little	Fat
2687	None	Fat
2688	*	Thin
2689	*	Thin
2690	*	Fat
2691	Lots	Thin
2692	Lots	*
2693	*	Fat
2694	Little	Thin
2695	Little	*
2696	Lots	Fat
2697	Little	Fat
2698	Little	Fat
2699	Lots	Thin
2700	Lots	Fat
2701	Lots	Thin
2702	None	Thin
2703	Lots	Fat
2704	None	Thin
2705	None	Thin
2706	None	Thin
2707	None	Thin
2708	Lots	Fat
2709	*	Fat
2710	None	Fat
2711	*	Fat
2712	Lots	Fat
2713	None	Thin
2714	*	Fat
2715	*	Thin
2716	Lots	Thin
2717	Lots	Thin
2718	Lots	Thin
2719	Lots	Fat
2720	Lots	Thin
2721	None	*
2722	Little	Thin
2723	None	Thin
2724	Lots	Thin
2725	Little	Thin
2726	None	Fat
2727	*	*
2728	None	Thin
2729	None	Fat
2730	Little	Fat
2731	Lots	Fat
2732	None	Fat
2733	Little	Fat
2734	*	Thin
2735	Little	Fat
2736	Little	Fat
2737	Lots	Thin
2738	Little	Thin
2739	Lots	Thin
2740	Little	Fat
2741	None	Fat
2742	Little	*
2743	Lots	Fat
2744	Lots	*
2745	*	Thin
2746	Little	*
2747	None	*
2748	None	Thin
2749	None	Thin
2750	None	Thin
2751	Lots	Thin
2752	Little	*
2753	Lots	Thin
2754	Lots	Thin
2755	None	*
2756	Little	Thin
2757	*	Fat
2758	Lots	*
2759	None	Thin
2760	Little	Fat
2761	Little	Thin
2762	None	*
2763	Little	Fat
2764	Little	Thin
2765	None	Fat
2766	Little	Thin
2767	Little	Fat
2768	Lots	Thin
2769	*	Fat
2770	Little	Fat
2771	None	*
2772	None	Thin
2773	None	*
2774	Lots	Thin
2775	*	*
2776	None	Thin
2777	Little	Fat
2778	None	*
2779	*	Fat
2780	Lots	Thin
2781	Lots	Thin
2782	Lots	Fat
2783	Lots	Thin
2784	Little	Thin
2785	None	*
2786	*	Fat
2787	Little	Fat
2788	Little	Thin
2789	None	*
2790	*	Thin
2791	Little	Fat
2792	None	Thin
2793	Lots	Thin
2794	None	Thin
2795	Lots	*
2796	Lots	*
2797	None	Fat
2798	Little	*
2799	None	Thin
2800	*	Fat
2801	Lots	Thin
2802	None	Fat
2803	Lots	Thin
2804	Lots	Thin
2805	Little	Fat
2806	Little	Thin
2807	*	Fat
2808	Little	*
2809	None	Thin
2810	Lots	Thin
2811	None	Thin
2812	*	Thin
2813	*	*
2814	Little	Fat
2815	None	Thin
2816	Lots	Fat
2817	None	Thin
2818	None	*
2819	*	Thin
2820	Little	*
2821	*	Fat
2822	Little	Fat
2823	None	Fat
2824	None	Fat
2825	*	Thin
2826	Little	Thin
2827	*	Thin
2828	None	Thin
2829	*	Fat
2830	*	Fat
2831	Lots	Thin
2832	Lots	Fat
2833	None	Thin
2834	*	Fat
2835	*	Fat
2836	None	Thin
2837	Lots	Fat
2838	*	Thin
2839	Lots	Thin
2840	Lots	Thin
2841	Lots	*
2842	Lots	Thin
2843	Little	Fat
2844	None	*
2845	*	Fat
2846	*	Fat
2847	None	Fat
2848	None	Fat
2849	None	*
2850	Lots	Fat
2851	Lots	Thin
2852	*	*
2853	None	Fat
2854	Lots	Fat
2855	None	Thin
2856	None	Thin
2857	Lots	Fat
2858	Lots	*
2859	None	Thin
2860	None	Thin
2861	None	Thin
2862	None	*
2863	None	Thin
2864	None	Fat
2865	Little	Fat
2866	Lots	Thin
2867	Lots	Fat
2868	Little	Fat
2869	Lots	*
2870	*	*
2871	None	Fat
2872	Lots	Thin
2873	Lots	Fat
2874	*	Fat
2875	Lots	Thin
2876	*	Fat
2877	None	Thin
2878	None	*
2879	Lots	Fat
2880	*	Thin
2881	Little	Fat
2882	None	*
2883	Little	Fat
2884	Lots	*
2885	*	Thin
2886	*	Thin
2887	None	Thin
2888	*	Thin
2889	None	Fat
2890	Lots	Thin
2891	Little	Thin
2892	Lots	Thin
2893	*	Thin
2894	Lots	Fat
2895	Little	Thin
2896	None	Fat
2897	None	Thin
2898	Little	Fat
2899	None	*
2900	None	*
2901	None	Thin
2902	None	Thin
2903	None	Fat
2904	None	Thin
2905	None	*
2906	*	Thin
2907	*	Fat
2908	None	*
2909	None	Thin
2910	None	Thin
2911	None	Fat
2912	Little	Thin
2913	Little	Thin
2914	Lots	Thin
2915	*	*
2916	*	Fat
2917	Little	Fat
2918	Little	Thin
2919	None	*
2920	Little	Thin
2921	*	Fat
2922	Lots	Thin
2923	None	*
2924	*	Fat
2925	Little	Thin
2926	Lots	Thin
2927	None	Fat
2928	Little	Fat
2929	Little	Thin
2930	Lots	Thin
2931	None	Thin
2932	Lots	*
2933	*	Fat
2934	None	Thin
2935	Little	*
2936	*	Fat
2937	Little	Fat
2938	Lots	Thin
2939	None	Thin
2940	Little	Fat
2941	Lots	Thin
2942	Lots	*
2943	None	Fat
2944	None	Thin
2945	None	Fat
2946	Little	Fat
2947	None	*
2948	None	*
2949	*	Thin
2950	None	Fat
2951	None	Thin
2952	None	Thin
2953	None	Thin
2954	Little	Fat
2955	None	Fat
2956	Lots	Thin
2957	*	Fat
2958	*	Thin
2959	Little	*
2960	Lots	Thin
2961	Lots	Thin
2962	*	*
2963	*	Thin
2964	Little	Fat
2965	*	*
2966	*	*
2967	None	Thin
2968	None	Fat
2969	*	Thin
2970	Little	Thin
2971	Little	Fat
2972	*	Thin
2973	Lots	*
2974	*	Fat
2975	Lots	Thin
2976	*	Fat
2977	*	*
2978	None	Thin
2979	None	Thin
2980	*	*
2981	*	Fat
2982	None	Thin
2983	Lots	*
2984	*	*
2985	None	Fat
2986	Lots	Fat
2987	None	Fat
2988	Lots	Thin
2989	Little	Thin
2990	None	*
2991	None	Thin
2992	Little	Fat
2993	Little	Thin
2994	*	Fat
2995	None	Fat
2996	None	Thin
2997	None	Thin
2998	*	Fat
2999	None	Fat
3000	Lots	*
3001	None	Thin
3002	Little	Thin
3003	None	*
3004	*	*
3005	None	Thin
3006	None	Fat
3007	*	Thin
3008	*	Thin
3009	Little	Fat
3010	Lots	Fat
3011	Lots	Thin
3012	*	Fat
3013	*	Thin
3014	*	*
3015	Lots	*
3016	None	Thin
3017	None	Thin
3018	*	Fat
3019	Lots	Thin
3020	*	*
3021	Lots	Fat
3022	None	Thin
3023	Lots	Thin
3024	Little	*
3025	None	Fat
3026	*	Thin
3027	*	Thin
3028	None	Fat
3029	*	Thin
3030	None	Thin
3031	Lots	Fat
3032	*	Fat
3033	*	Thin
3034	None	*
3035	Little	*
3036	None	Thin
3037	Lots	*
3038	Lots	*
3039	Lots	Thin
3040	None	Thin
3041	*	Thin
3042	None	Thin
3043	Lots	Thin
3044	*	Thin
3045	*	*
3046	Little	Thin
3047	*	*
3048	Lots	Thin
3049	None	Fat
3050	Little	Fat
3051	Little	Thin
3052	None	Thin
3053	None	Fat
3054	Lots	*
3055	None	Thin
3056	*	*
3057	Little	Fat
3058	None	Thin
3059	*	Fat
3060	Little	Fat
3061	None	Thin
3062	*	Thin
3063	Little	Fat
3064	None	Thin
3065	None	Thin
3066	None	Thin
3067	Lots	*
3068	Little	Thin
3069	None	Thin
3070	None	Fat
3071	Little	Thin
3072	Lots	Thin
3073	Little	Thin
3074	Little	Thin
3075	*	Thin
3076	*	Thin
3077	Little	Thin
3078	None	*
3079	None	Fat
3080	None	Fat
3081	None	Thin
3082	Lots	*
3083	Lots	Fat
3084	None	Thin
3085	Lots	*
3086	*	Fat
3087	None	Fat
3088	None	Thin
3089	Little	Fat
3090	Lots	*
3091	Little	Thin
3092	Little	Fat
3093	Lots	Thin
3094	Little	Thin
3095	*	Thin
3096	*	Thin
3097	Little	Thin
3098	None	Fat
3099	Lots	Thin
3100	None	*
3101	Lots	Fat
3102	Lots	Fat
3103	None	*
3104	Lots	Fat
3105	Lots	Thin
3106	None	Thin
3107	Little	Fat
3108	Lots	*
