class stalk_root stalk_surface_below_ring population gill_attachment cap_shape cap_surface gill_color spore_print_color bruises habitat stalk_color_above_ring ring_type cap_color odor gill_spacing gill_size stalk_shape ring_number stalk_color_below_ring veil_type
m e s n a e b b p y s s o s t f c g w w w
d t s n n e x b p n v s o y t f c w w w p
g e k h f p x b l g v k o f f f c p w n p
p e k h f p x b l g y k o y f f c p w n p
g e k h f p f b l g v k o y f f c g w b b
d t s n n e f b p n y s o f t f c p w g p
d t s k n e x b p e y s o f t f c w w w w
p t s w f p f n e n v s o s f f c b w p p
g t f n n e f b e n s s o f f f w n w w w
p e k h f p f b l y v k o f f f c p w b p
d t s w s p x n e e v k o y f f c b w w w
u t s h f p x b p b v s o s t f c n w w w
g t s h f p x b l y v k o f t f c g w w b
g t s h f p x b l y y k o f t f c h w w b
l t k w f p x n e n v k o y f f c b w w n
l t s w f p k n e n v s o s f f c b w w w
m e s k l e b b p w n s o s t f c k w w w
p t k w f p x n e n v s o y f f c b w b w
g t s n n e b n e n a s o s f f w n w w w
g t s k n e x b e g a s o f f f w k w w w
d e s k c p f n p p v s o s f f c u w w g
d e k h f p x b l g v k o f f f c h w p b
g e s w n e b b e n s f t g t f w h w w w
g e k h f p x b l y v k o y f f c g w b b
w e s w n e x b e p c s t y t f c e w w e
l e s y n e k b p n c s o s f f w y w w o
d t s k n e x b p e y s o y t f c w w w w
d t s k n e f b p g v s o f t f c u w p w
u e s k p p f n p w s f o s t f c w w w w
d t s w y p f n e n v s o s f f c b w p w
u e s k n e f n p n v s o y f f c k w w w
g e k h f p f b l g y k o y f f c p w b p
d t s k n e x b p n y s o y t f c w w w w
g e s n a e x b p y n s o s t f c g w w w
d t k w f p x n l g v k o s t f c h w w n
l t s w y p x n e n v s o s f f c b w w w
g t s n n e f b e n s f o s f f w n w w w
d t s k n e f b p n v s o y t f c p w g w
l e s o n e f b p n c s o s f f w n w w o
p e k h f p x b l g y k o y f f c g w p b
g e s k l e x b p y n s o s t f c g w w w
d e s n c p f n p g s s o f f f c w w w g
g e s n a e f b p y s y o y t f c k w w w
g e s r n e f b e g s s t s t f w b w w w
p e k h f p x b l g v k o y f f c p w p p
d t s k n e x b p g v s o f t f c u w g w
p e k h f p x b l g v k o y f f c h w n b
d e k h f p x b l g y k o y f f c h w n n
p e k h f p x b l y y k o f f f c g w b b
p e k h f p f b l y y k o f f f c p w p b
p e k h f p x b l g y k o f f f c g w p p
d e k w n e f n e n v f o y f f c b w e p
l t k w s p x n e e v k o y f f c b w p p
g e k h f p f b l g y k o f f f c g w b n
d t s w f p f n e n v s o y f f c b w w p
g e s k p p x n p w v f o g t f c w w w w
d e k h f p x b l y v k o y f f c h w w p
g e s n a e x b p y n s o s t f c g w w w
g t f k n e x b e w a s o y f f w k w w w
p t s w y p k n e n v s o y f f c b w w p
g e s w n e x b p w n s t s f f w w w w w
l e s o n e f b p n c s t s f f w n n o o
p e k h l e x n e w y f o f t f c n w p w
g e s k l e x b p w s s o y t f c k w w w
l e s o n e k b p n v s o s f f w y n o w
d t s n n e x b p g v s o f t f c u w p w
u e s k p p f n p n v s o s t f c w w w w
g e s k l e x b p n s y o y t f c w w w w
d t s w s p f n e n v s o y f f c b w w w
g t s k n e x b e w s f o f f f w n w w w
l t k w f p f n e n v k o s f a c b w w p
g t f n n e x b e g s s o f f f w k w w w
d e k h f p x b l y v k o y f f c h w w b
g t f n n e f b e w a s o s f f w k w w w
d t s k n e f b p n y s o f t f c n w g g
g e s w n e k b e n s f t g f f w r w w w
g t s n n e f b e n n k o s f f w n w w w
d e k h f p f b l g v k o f f f c g w c n
d t s k n e f b p n y s o f t f c p w w p
d t s w s p k n e n v s o y f f c b w p w
l t s w y p k n e e v k o y f f c b n y p
p t s w s p x n e n v s o y f f c b w w w
g t s n n e x b e g s f o f f f w h w w w
d t k w f p f n e e y s o y f f c b w w n
d t s n n e f b p g y s o y t f c p w w p
l t k w s p k n e n v k o y f f c b o c p
g e s n l e f b p y s s o y t f c w w w w
d e k h f p x b l g v k o f f f c p w p p
p t s w s p k n e e v s t f f f c e w w p
l e s b n e k b p n v s o s f a c o w w o
l e s w n e x n e c c s o y f a c b w w w
d t s w y p x n e n v k n g f f c n w w p
u e s n n e x n p n v s o s f f c w w w w
p e k h f p x b l g v k o y f f c g w w b
d e s k c p f n p p s s o s f f w w w w w
d t s n n e x b p g y s o f t f c u w g g
d t k w f p f n e n v s o s f f c b w w p
g t s h f p f b p g v s o f t f c n w w w
g t s n n e x b p g s s o f f f w w w w w
d t s k n e x b p n y s o y t f c n w w w
g t s k n e x b e w s f o f f f w p w w w
d e s k c p x n p p s s o f f f c u w w g
g e s n a e x b p n s s o f t f c o w w w
d t s k n e f b p n v s o f t f c n w p g
d e s n c p f n p w v s o s f f c g w p g
p t k w y p f n e e v s t s f f c b w p w
m e s r n p f b p b v s t y t f c w w w w
p t k w s p k n e n v s o s f f c b w p p
u t f h f p f b p b v f o s t f c p w w w
p e s n a e x b p y y y o y t f c n w w w
p e k h f p x b l g v k o f f f c g w b b
g e k h f p f b l g y k o y f f c p w b p
m e s k l e b b p y n s o s t f c n w w w
d t s k n e x b p n v s o y t f c p w p g
d t s k n e f b p e v s o y t f c p w w w
g e s w n e k b p g s s t f f f w w w w w
u e s n p p s n p w s s o s t f c w w w w
g e s n l e x b p y y y o y t f c n w w w
g e s k a e f b p y s y o y t f c g w w w
d t s k n e x b p g v s o y t f c w w p w
u t s h f p f b p b s f o s t f c k w w w
d e s k c p f n p w v s o s f f w g w w w
w e s w n e k b e e c s t y f f c e w w e
d t s k n e x b p n v s o f t f c n w g w
l e s b n e k b p n c s o s f a c y w w o
p e k h f p f b l g y k o y f f c g w n n
d t s w s p f n e e v k o y f f c b w w w
g t f k n e x b p g s k o f t f w k w w w
d t s n n e x b p e y s o f t f c p w w w
m e s n a e x b p w n s o y t f c k w w w
g e k w n e x b e w s f t g t f w o w w w
p t s w s p f n e e v k o s f f c b w p p
d e s k c p f n p p v s o s f f c n w p w
d t s k n e x b p g v s o y t f c w w g p
d t k w f p k n e n y f o s f f c b w p p
p t k w f p x n e n v s o y f f c b w p p
l t s w y p f n e e v k o y f f c b w p w
d t s k n e f b p n v s o f t f c p w g g
d t s n n e f b p e y s o f t f c p w w w
d t s k n e f b p n v s o f t f c n w w w
g t f n n e f b e g s f o s f f w k w w w
d t s n n e f b p n v s o y t f c u w w p
g e s n a e f b p y s s o y t f w p w w w
g e s w n e x b e g s s t f f f w o w w w
g e k w n e k b e w a s t s f f c r w w w
d e k h f p f b l y y k o f f f c g w w n
d t s n n e f b p e y s o f t f c u w p w
p e k h f p x b l g v k o f f f c p w p b
p e k h f p x b l g y k o f f f c p w p b
m e s n a e b b p w s s o g t f c r w w w
g t s k n e f b e n a f o s f f w n w w w
g t f n n e f b e w n k o g f f c h w w w
l e s b n e x b p n c s o s f f w o w w o
g e s n a e f b p y s s o y t f c w w w w
d e k h f p f b l g y k o f f f c p w n p
l t s w y p k n e n v k o y f f c b w p w
d e s n c p f n p p s s o s f a w g w w w
d t s w y p f n e n v s o s f f c b w w w
g e k h f p x b p b s s o s f f c p w b w
m e s n a e b b p w y s o s t f c w w w w
l e s b n e b b p n v s o s f f w o w w o
p e k h f p x b l g y k o y f f c h w n p
m e s r n p b b p b v s t s t f c g w w w
d t s n n e f b p g v s o y t f c w w p w
g e k h f p f b l y v k o f f f c p w n b
l t s w s p x n e n v s o s f f c b w w n
g e k h f p x b l y v k o f f f c g w b b
d t s n n e x b p e y s o f t f c n w w p
d t s n n e x b p e v s o y t f c p w p p
p e k h f p f b l g v k o y f f c p w w p
u t s h f p x b p g v s o s t f c p w w w
d e s n c p x n p p v s o s f f w g w p g
l e s n n e x b p n v s o s f f w o w w o
p t s w s p x n e e v s o s f f c b w p w
g e k h f p x b l y y k o f f f c h w n p
p e s n a e x b p y s y o y t f c p w w w
g e k w n e k b e n s s t f f f w y w w w
g e k h f p x b l g y k o y f f c h w b n
g e k w n e b b e g s f t g f f w r w w w
d t s n n e f b p g v s o y t f c w w p w
p t k w f p f n e e v k o y f f c b w w p
g e s k a e b b p n s s o s t f c h w w w
l t s w f p k n e n v s o y f f c b w w n
g e k w n e b b p g s s t f f f w w w w w
u e s n n e x n p n v f o y f f c w w w w
g e k h f p x b p g v f o s f f c w w p w
l t k w y p f n e n v k o y f a w b o p p
g e s k a e f b p y s s o s t f c n w w w
g e s w n e x b p g a k t s t f w g w w w
l t k w s p k n e e v s o y f f c b o b n
g e s w n e b b e g s f t s t f w p w w w
d t k w f p f n e n y s o s f f c b w w w
l t k w f p k n e e v k o s f f c b o y p
g e k h f p x b l c v k o g f f c e w n b
p e k h f p f b l y v k o y f f c h w b b
d t s k n e f b p n v s o y t f c u w g g
l e s o n e k b p n c s o s f f w y w w o
d e k h f p f b l y v k o y f f c h w b n
d e k w n e x n f r v f o y f f c p w p w
l t k w f p x n e n v k o s f a c b w p p
d t s n n e x b p g v s o f t f c w w g w
d t k w y p f n e n v s o y f f c b w w p
g e s w n e x b p p a k t y f f w w w w w
d t s n n e x b p e y s o f t f c n w w w
g t s k n p f b e w s k o s f f w h w w w
l t s w s p x n e n v s o y f a w b o n w
p t s w s p x n e e v s o y f f c b w p p
d e k h f p x b l y v k o y f f c g w p b
p e k h f p f b l g v k o y f f c p w n n
g t s n n e b b e w s s o y f f w r w w w
d t s n n e x b p e y s o y t f c u w g p
g e k w n e b b p w s s t y f f w r w w w
u e s n p p x n p n s f o s t f c h w w w
w e s w n e f b e e c s t y t f c e w w e
g t f n n e f b e n a f o f f f w k w w w
l t k w y p x n e e v k o y f f c b w w p
p e k h f p f b l g v k o y f f c p w b n
d e k w m p k b n c c y n y f f c w w n c
p t s w f p k n e n v k o s f f c b w p w
d t s n n e x b p n v s o y t f c n w g w
g t s n n e f b e n s f o f f f w n w w w
p e k h f p x b l y y k o f f f c p w n n
d t s n n e x b p e y s o y t f c p w w w
l t k w y p f n e n v k o s f f c b w p w
m e s k a e b b p y s s o s t f c n w w w
p e k h f p x b l g y k o f f f c p w b b
g e s k l e f b p n n s o s t f c p w w w
g e s k p p f n p w s s o y t f c n w w w
u t f h f p x b p b s s o s t f c w w w w
d t k w f p f n e n v k o y f f c b w w w
p e k h f p x b l g v k o y f f c h w b p
w e s w n e x b e p c s t s t f c w w e w
p e k h f p f b l g v k o f f f c g w p n
p e k h f p x b l g y k o f f f c p w b b
p e y w n e f b p g v s o y t f c n w n w
g e k w n e x b e w n f t f f f w y w w w
u e s k n e x n p g y s o f f f c n w w w
p t k w y p f n e n v k t s f f c y w w w
d t s k n e x b p n y s o f t f c n w p p
d t s n n e f b p g v s o y t f c u w p p
d e k h f p x b l g y k o y f f c h w n p
u e s n p p x n p n s s o y t f c n w w w
u t f h f p f b p g v s o s t f c h w w w
m e s n a e x b p w s s o s t f c g w w w
d t s k n e x b p n v s o y t f c n w g g
l t s w f p k n e n v k o y f f c b w p n
d t s k n e x b p n y s o f t f c u w w g
g t f k n e x b e g s f o f f f w k w w w
d e k h f p x b l y y k o y f f c h w p p
d t s n n e x b p e y s o y t f c w w w g
g t s k n e f b e n s f o s f f w k w w w
d e k w n e x n f w v f o y f f c p w p w
d t k w s p f n e e v s o s f f c b w n w
g t f k n e b b e w a f o s f f w p w w w
g e k h f p x b l y y k o f f f c h w b n
g e k h f p x b l g s f o f f f c p w b n
p e k h f p x b l g v k o f f f c h w w b
l e s b n p k b p n c s o s f f w y w w o
g t f h f p x b l y y k o f t f w h w w n
g t f n n e f b p w s y o g t f w g w w w
w e s w n e f b e p c s t s t f c w w w w
d t s n n e x b p n v s o y t f c n w g w
d t s n n e x b p e v s o y t f c u w p w
d t s k n e x b p e y s o f t f c n w w g
g e s w n e x b p g a k t f t f w g w w w
d t s k n e f b p n v s o f t f c p w p p
d e s k c p x n p g v s o f f f w n w w g
d t s n n e x b p n y s o f t f c p w w g
p e s k a e x n n p y s o g t f c w w w b
d e k h f p x b l y y k o f f f c g w p b
g e s w n e x b e g s f t f t f w h w w w
g e s k a e f b p n n s o f t f c o w w w
d t s w y p x n e e v k o y f f c b w w w
g e k h f p x b l g v k o f f f c h w b n
u t s h f p f b p b v s o s t f c p w w w
d e k h f p x b l g y k o y f f c g w n n
u t s h f p f b p g s s o s t f c h w w w
g t f n n e b b p w s s o s t f w p w w w
g t f k n e f b e g n k o f f f c n w w w
d e k w m p x b n n c y o s f f c o w b c
g t s k n p x b e w a f o f f f w h w w w
m e s k a e x b p w n s o y t f c g w w w
l t k w y p f n e e v s o s f a c b o w w
l t k w s p f n e n v s o s f f c b w p p
u e s k p p f n p n v s o f t f c g w w w
p e k h f p f b l y v k o y f f c p w n p
g e s k l e x b p w s y o g t f c r w w w
g e s w n e k b e w n s t s f f w r w w w
d t s k n e x b p e y s o y t f c w w p w
d e k h n e f n f u v f o g f f c h w n w
u e s n p p s n p w v s o y t f c k w w w
g e k h f p x b p b v f o s t f c h w b w
d t s n n e f b p n v s o f t f c u w g w
w e s w n e x b e p c s t y t f c e w w w
m e s r n p f b p p v s t y t f c w w w w
w e s w n e x b e e c s t y t f c w w e w
p e k h f p f b l g y k o f f f c p w p b
l t s w f p x n e e v s o s f f c b w w p
u t f h f p f b p g v s o s t f c w w w w
d t s w f p x n e e y y o y f f w b w w w
d t s k n e f b p n v s o y t f c u w w g
d t s k n e x b p e v s o y t f c u w g g
w e s w n e f b e n c s t y t f c w w w w
g e k w n e k b e g s f t y t f w h w w w
d t s n n e x b p e y s o y t f c w w p p
d e k h f p x b l y y k o y f f c g w p p
d t s n n e x b p n v s o f t f c n w w w
d t s k n e x b p n y s o f t f c u w w w
d t s n n e x b p e y s o y t f c p w w p
d t s n n e x b p e y s o f t f c n w w g
g t s k n e x b e w v f o f f f c h w w w
d t s k n e x b p g y s o y t f c w w p p
d e s n c p f n p w s s o s f f c p w p w
d e s h f p x b l y y k o f f f w g w w b
l t k w y p x n e n v k o s f f c b w w n
l t k w y p x n e n v s o s f f c b w w w
d t s n n e f b p g y s o f t f c p w g g
p e k h f p x b l g v k o y f f c g w n n
g e k h f p x b l g y k o f f f c h w p b
d t s k n e f b p e v s o f t f c n w w p
d t k w f p x n e n v k o s f f c b w p p
d t s k n e f b p g y s o y t f c w w w g
d t s w f p f n e e v y o g f f c o w w p
g t s n n e x b p g a y o y t f w p w w w
p t s w f p x n e e y y o g f f c y w p w
g t f k n e f b e n s s o s f f w n w w w
d t s w s p x n e e v s o y f f c b w p w
g t s n n e x b e n s s o s f f w k w w w
g e s k l e f b p y s s o s t f c h w w w
g e s n a e b b p y n s o y t f c k w w w
d e k h f p x b l y y k o f f f c g w w n
p t k w s p x n e e v s o s f f c b w b w
l t s w s p f n e e v k o y f f c b n p w
d t s k n e f b p n v s o y t f c p w w g
g e k h f p x b p w v s o f t f c h w p w
u t f h f p f b p b v f o s t f c w w w w
d t s k n e f b p e v s o f t f c p w g p
d t s k n e x b p e y s o f t f c p w g w
d t s k n e x b p g v s o f t f c u w w w
u e s n p p x n p n s f o s t f c w w w w
p e k h f p f b l g v k o f f f c p w n p
g e k h f p x b p w s f o s f f w w w p w
m e s n l e x b p y n s o s t f c k w w w
d e k w n e x b p n y s o y f f w u w p g
g e k w n e b b e n a s t s t f w o w w w
d t s k n e x b p g v s o f t f c w w w p
p e k h f p x b l g v k o f f f c p w p n
d t s k n e f b p g y s o f t f c p w w g
d e s k c p f n p w v s o s f f c g w w p
d t s n n e x b p e y s o f t f c u w p n
g e s n l e x b p w s k o y t f c k w w w
d t k w s p x n e e v s o s f f c b w w w
g e s k a e f b p y s s o s t f c w w w w
g t f n n e f b e n a f o s f f w h w w w
d e k h f p x b l g v k o y f f c p w n b
l t k w s p x n e n v s o y f a c b n w p
d t s k n e x b p e v s o y t f c u w w g
d t s w y p x n e e v k o y f f c b w w w
d t s w y p f n e n v k o y f f w b w w w
d t s n n e x b p g v s o y t f c w w w w
p e s k a e f b p n y y o y t f c p w w w
d t s n n e f b p e y s o y t f c n w w p
u e s k p p x n p w s s o y t f c w w w w
d t s n n e x b p e v s o f t f c p w g g
g e s w n e b b e w s f t s f f w b w w w
g t f n n e f b e g s s o f f f w n w w w
g e s k p p x n p n s f o y t f c n w w w
d e k h f p f b l y v k o y f f c g w w b
g e k h f p f b l y v k o f f f c g w n n
g t f k n e f b p w s s o s f f w h w w w
d t s k n e x b p n y s o y t f c n w w w
g e s w n e k b e n s s t f f f w g w w w
u e s n n e f n p n y s o y f f c k w w w
g t s h f p f b l g v k o f t f c h w w p
p e k h f p f b l y v k o y f f c g w w p
d t s k n e f b p g y s o y t f c u w w g
g t f h f p x b l y v k o y t f c g w w b
g e k h f p x b l g s s o f f f w p w n p
g e s k a e x b p w s s o s t f c n w w w
g e s k l e x b p y n s o s t f c w w w w
d t s w s p k n e e v k o y f f c w w w w
l t k w f p k n e e v k o y f f c b w p p
p e k h f p f b l y y k o f f f c h w w p
p t s w f p k n e n v k o s f f c b w w p
d e k h f p x b l g v k o y f f c p w p n
p e k h f p f b l g v k o f f f c p w p n
g t f n n e f b e n s s o s f f w k w w w
d t s n n e x b p n v s o y t f c n w p p
m e s r n p b b p b v s t s t f c w w w w
g e k h f p x b l g y k o y f f c h w p b
p t k w s p k n e e v k o y f f c b w p w
d t s n n e f b p n y s o f t f c g w w g
d t s n n e f b p g y s o y t f c u w w g
d t s w f p x n e n y f o g f f w h w w w
d t s k n e x b p e v s o f t f c p w g w
p e k h f p f b l y v k o y f f c h w n b
g e k w n e k b e w n k t s f f w h w w w
g t f n n e x b e g n s o s f f w k w w w
d t s k n e f b p e v s o f t f c p w p n
p t s w s p x n e n v s o y f f c b w w w
l t s w f p k n e e v k o s f a c b o w p
p e k h f p x b l y v k o y f f c h w p b
d t s k n e f b p n v s o y t f c w w g w
m e s k a e x b p w s s o s t f c k w w w
d t s n n e f b p g y s o f t f c p w g w
g t s k n e x b p g a s o s t f w p w w w
g e s n l e f b p y s s o s t f c k w w w
w e s w n e k b e p c s t y t f c w w e w
g t f k n e x b e n s s o s f f w n w w w
p e s n l e f b p y s y o y t f c p w w w
u t s h f p x b p g s s o s t f c k w w w
d t s k n e f b p g y s o y t f c n w g p
g e s n a e f b p y s s o y t f c w w w w
d t s k n p f b p e v s o f t f c w w w p
g e s n l e x b p y n k o y t f c g w w w
w e s w n e k b e p c s t s t f c w w e e
p e k h f p f b l g v k o f f f c h w n b
g e s n l e f b p y s s o y t f c n w w w
g e s w n e x b p w s s t s f f w p w w w
p t k w s p f n e n v s o y f f c b w p p
d t s n n e x b p e v s o y t f c u w p w
u t f h f p x b p w s s o s t f c w w w w
l t s w f p f n e n v k o s f f c b w p p
d t s n n e f b p g y s o y t f c u w g w
d e k h f p x b l y y k o y f f c p w p b
g t s k n e b b e n a f o f f f w k w w w
u t f h f p x b p w v s o s t f c h w w w
g t f n n e f b p g s k o y t f w w w w w
l t k w s p k n e e v s o s f a w b w p y
l t k w f p k n e n v k o y f f c b w p w
d e y w m p x b n e c y o y f f w k w c c
d t s n n e x b p n y s o f t f c n w w w
d t s w s p x n e n v k n g f f c u w w w
g e s r n e f b e n a s t g t f w r w w w
g e k w n e k b e w a f t y f f w o w w w
d t s w s p f n e n v k n y f f c n w p p
g t s n n e b b e n a s o s f f w k w w w
d t s n l e x n p y a s o s t f w g w p w
d e k h f p f b l y v k o f f f c h w w b
g e k h f p f b l y y k o f f f c g w b p
